number	number_sup	trip	trip_sup	boatname	master	tonnage	type_of_boat	built	bought	hired	yard	chamber	departure_date	departure_harbour	cape_arrival	cape_departure	cape_call	arrival_date	arrival_harbour	next_voyage	particulars
7703		3		OVERNES	Kornelis Pietersen	1150		1754			A	A	1765-11-18	Ceylon	1766-02-10	1766-03-01	true	1766-06-15	Texel	3922	Crew at the Cape: 143. 3922/7703 was the third voyage of this ship, which during its first voyage was called AMERONGEN (3664/7555).
7704		4		BARBARA THEODORA	Aldert Aldertsz.	1150		1750			Z	Z	1765-11-20	Ceylon	1766-02-06	1766-03-01	true	1766-06-14	Rammekens	3863	Crew at the Cape: 126. 3863/7704 was the fourth voyage of this ship, which during its three preceding voyages was called TORENVLIET (3783/7616).
7705		4		BLUDORP	Marten Hakker	880		1754			R	Z	1765-12-31	Batavia	1766-03-26	1766-04-16	true	1766-07-15	Rammekens	3928	slaves, (one male and one female).
7706		2		SCHOONZICHT	Volkert Groeneweg van Oudshoom	880		1758			R	A	1765-12-31	Batavia	1766-03-27	1766-04-16	true	1766-07-15	Texel	3887	The three passengers were condemned persons.
7707		3		NOORD-BEVELAND	Simon Bot	1150		1756			Z	A	1766-01-05	China	1766-04-09	1766-04-21	true	1766-07-15	Texel	3909	
7708		1		VREDENHOF	Willem van Braam	1150		1763			A	A	1766-01-05	China	1766-04-11	1766-04-21	true	1766-07-15	Texel	3913	
7709		1		PALLAS	Jakob Boekhout	1150		1762			Z	Z	1766-01-09	China	1766-04-12	1766-04-28	true	1766-07-26	Rammekens	3917	
7710		1		WALENBURG	Erasmus de Vries	880		1764			R	R	1766-01-09	China	1766-04-17	1766-04-28	true	1766-06-26	Goeree	3916	
7711		3		BLEISWIJK	Klaas Stuiver	880		1756			D	D	1766-01-17	Bengal	1766-04-05	1766-04-19	true	1766-07-14	Texel	3908	
7712		4		SCHAGEN	Klaas Ariensz.	880		1753			H	H	1766-01-17	Bengal	1766-04-19	1766-05-04	true	1766-08-04	Texel	3874	
7713		2		DAMZICHT	Lodewijk Thomassen	1150		1759			A	A	1766-02-02	Ceylon	1766-04-12	1766-04-28	true	1766-07-27	Texel	3858	
7714		2		LEIMUIDEN	Anthonie de long	1150		1755			A	A	1766-02-02	Ceylon	1766-04-19	1766-05-04	true	1766-08-04	Texel	3839	
7715		2		NIJENBORG	Teunis van Brattem	880		1757			H	A	1766-04-09	Batavia			false	1766-10-20	Texel	3864	
7716		1		ENKHUIZEN	Jakob de Vries	880		1760			E	E	1766-10-26	Batavia	1766-12-14	1767-01-07	true	1767-05-08	Texel	3842	The ENKHUIZEN carried, among other things. tea with a value of f 277,778.
7717		2		KRONENBURG	Jan Hendrik Vogelaar	1100		1757			A	A	1766-11-07	Batavia	1767-01-18	1767-02-11	true	1767-05-26	Texel	3828	Aboard the KRONENBURG was Christiaan Blom, commandeer of the return fleet.
7718		1		ZILVEREN LEEUW	Gerrit Harmeyer	880		1765			D	R	1766-11-07	Batavia	1767-01-18	1767-02-11	true	1767-05-24	Goeree	3938	The 8 passengers included one female slave.
7719		6		NOORD NIEUWLAND	Jakob 't Hart	880		1749			R	H	1766-11-07	Batavia	1767-01-25	1767-02-11	true	1767-05-25	Texel	3925	The 5 passengers included one condemned person.
7720		4		VELSEN	Hendrik Andries Tieding	1100		1756			A	A	1766-11-07	Batavia	1767-01-12	1767-03-02	true	1767-06-20	Texel	3888	
7721		1		VREEBURG	Frans van Ewijk	850		1764			D	D	1766-11-07	Batavia	1767-01-23	1767-02-11	true	1767-05-24	Goeree	3924	The 5 passengers included one condemned person.
7722		4		WALCHEREN	Gerrit de Waal	1150		1754			Z	Z	1766-11-07	Batavia	1767-01-14	1767-02-11	true	1767-05-24	Rammekens	3893	
7723		2		HUIS OM	Michiel Wargijn	1150		1761			Z	A	1766-11-16	Ceylon	1767-02-15	1767-03-02	true	1767-06-20	Texel	3948	
7724		4		ORANJEZAAL	Frederik Kelger	880		1750			E	A	1766-11-16	Bengal	1767-01-27	1767-03-02	true	1767-06-20	Texel	3944	
7725		2		RENSWOUDE	Abraham van der Weiden	1150		1756			A	A	1766-11-16	Ceylon	1767-01-22	1767-02-11	true	1767-05-24	Texel	3782	
7726		1		JONGE SAMUEL	Johannes van Boom	880		1761			Z	Z	1766-11-16	Bengal	1767-02-01	1767-03-02	true	1767-06-20	Rammekens	3905	
7727		1		NIEUW RHOON	Abraham in 't Anker	1150		1764			Z	Z	1766-12-03	China	1767-03-24	1767-04-01	true	1767-07-02	Rammekens	3940	
7728		1		JONGE THOMAS	Jakob Wiebe	1150		1764			A	A	1766-12-03	China			false	1767-06-29	Texel	3935	
7729		1		BARTHA PETRONELLA	Leendert van Koopstad	880		1764			H	H	1767-01-02	China			false	1767-07-27	Texel	3933	
7730		3		JONGE LIEVE	Hendrik de Haard	1150		1759			A	A	1767-01-02	China	1767-04-02	1767-04-09	true	1767-07-10	Texel	3939	
7731		2		'S LANDS WELVAREN		880		1762			A	A	1767-01-15	Batavia			false	1767-07-28	Texel	3956	One passenger was a condemned person.
7732		1		JONKVROUWE KORNELIA JAKOBA	Pieter de Leur	880		1763			H	E	1767-01-20	Bengal			false	1767-07-01	Texel	3931	
7733		5		VREDESTEIN	Jochem Hendrik Dodendorp	880		1750			R	R	1767-01-20	Bengal			false	1767-07-03	Goeree	3943	
7734		6		GOUVERNEUR-GENERAAL		850		1749			D	Z	1767-02-04	Ceylon			false	1767-07-11	Rammekens	3947	
7735		5		SNOEK	Johan Hendriksz.	880		1750			Z	Z	1767-02-04	Ceylon			false	1767-07-28	Rammekens	3941	The passenger was a condemned person.
7736		4		VLIETLUST	Laurens Houtepen	1150		1752			A	A	1767-02-05	Ceylon	1767-04-08	1767-04-19	true	1767-07-22	Texel	3923	
7737		2		WESTERVELD	Lieve van Rentergem	1100		1761			A	A	1767-02-05	Ceylon			false	1767-07-24	Texel	3918	
7738		2		VROUWE ELISABETH DOROTHEA	Willem Groeve	600		1757			A	A	1767-05-16	Batavia			false			3936	(departure on 09-09). During the voyage 12 members of the crew died. In the night of 27/18-11-1767 the VROUWE ELISABETH DOROTHEA ran ashore between Petten and Callantsoog and was wrecked; only 6 persons were rescued. (see P. Dekker). See also the VREEBURG (4030).
7739		2		WESTFRIESLAND	Kornelis Pietersen	880		1761			H	H	1767-10-22	Batavia	1767-12-21	1768-01-12	true	1768-04-15	Texel	3973	The 6 passengers included 2 condemned persons.
7740		2		HUIS TE BIJWEG	Arie Fransz.	1100		1760			A	A	1767-11-06	Batavia	1768-01-02	1768-02-02	true	1768-05-20	Texel	3926	The 11 passengers included 2 slaves. Commandeer of the return fleet was Jan van Eysden, master of the DUINENBURG f 77/41).
7741		4		DUINENBURG	Jan van Eysden	1100		1757			Z	Z	1767-11-06	Batavia	1768-01-06	1768-02-02	true	1768-05-19	Rammekens	3950	van Eysden, was commandeer of the return fleet.
7742		3		LEKKERLUST	Bernard Hulleman	880		1755			H	R	1767-11-06	Batavia	1768-01-02	1768-02-02	true	1768-05-18	Goeree	3964	
7743		6		LYCOCHTON	Jan Balthus Meyer	880		1749			E	A	1767-11-06	Batavia	1768-01-02	1768-02-02	true	1768-05-19	Texel	3977	The 10 passengers included one condemned person.
7744		1		RITTHEM	Jacob de Frein	880		1764			Z	D	1767-11-06	Batavia	1768-01-24	1768-03-05	true	1768-06-10	Goeree	3967	
7745		4		WELGELEGEN	Josua Hartman	880		1753			E	E	1767-11-06	Batavia	1768-01-19	1768-03-05	true	1768-06-11	Texel	3914	
7746		1		COMPAGNIES WELVAREN	Arend Willemse	1150		1764			A	A	1767-11-06	Batavia	1768-01-03	1768-02-02	true	1768-05-30	Texel	3915	
7747		1		OUDERAMSTEL	Marten Pietersz. Mooy	1100		1765			Z	A	1767-11-11	Batavia	1768-01-09	1768-03-05	true	1768-06-11	Texel	3981	of this ship, which during the outward voyage was called AZIE
7748		2		VROUWE KORNELIA HILLEGONDA	Kornelis van der Stam	850		1760			D	A	1767-11-18	Bengal	1768-01-30	1768-03-05	true	1768-06-11	Texel	3954	
7749		3		VROUWE GEERTRUIDA	Michiel Hendrik Kerke	1100		1757			A	A	1767-11-19	Ceylon	1768-01-19	1768-03-05	true	1768-06-11	Texel	3911	
7750		5		RUITEVELD	Frans Overzee	1150		1752			A	A	1767-11-19	Ceylon	1768-01-10	1768-02-02	true	1768-05-17	Texel	3963	
7751		1		GANZENHOEF	Thijs Fierman	880		1765			A	A	1767-11-23	China	1768-02-16	1768-03-05	true	1768-06-16	Texel	3969	
7752		2		PALLAS	Jakob Boekhout	1150		1762			Z	A	1767-11-23	China	1768-02-19	1768-03-10	true	1768-06-18	Texel	3975	
7753		1		GEINWENS	Kornelis Kuiper	1100		1765			A	Z	1768-01-03	China			false	1768-07-02	Rammekens	3966	
7754		1		VROUWE MARGARETHA MARIA	Arie Arkebout	880		1765			E	E	1768-01-03	China			false	1768-07-04	Texel	3974	
7755		1		VROUWE ANTHOINETTA KOENRARDINA	Abraham van Leeuwen	880		1765			D	E	1768-01-19	Bengal			false	1768-07-07	Texel	3968	
7756		3		AZIE	Michiel Godfried Lehman	1100		1758			A	A	1768-01-19	Batavia			true			3912	of irreparability. 3912/7756 was the third and last voyage of this ship, which during its first two voyages and the third outward voyage was called OUDERAMSTEL.
7757		4		VROUWE ELISABETH		850		1755			R	D	1768-01-19	Bengal			false	1768-07-02	Goeree	3971	
7758		2		BURCH	Barend Rust	1150		1760			Z	Z	1768-01-25	Batavia			false	1768-08-25	Rammekens	3906	The 5 passengers included 2 condemned persons.
7759		4		NOORD-BEVELAND	Michiel Hendrik Wunder	1100		1756			Z	Z	1768-02-02	Ceylon	1768-04-16	1768-05-03	true	1768-08-27	Rammekens	3978	
7760		4		VROUWE PETRONELLA MARIA	Laurens Helmstrom	1100		1755			A	A	1768-02-02	Ceylon			false	1768-07-27	Texel	3900	
7761		3		SCHOONZICHT	Albert Kikkert	880		1758			R	R	1768-02-16	Ceylon			false	1768-08-27	Goeree	3980	
7762		4		BLEISWIJK	Hendrik Willemse	880		1756			D	A	1768-05-16	Batavia			false	1768-11-04	Texel	3991	The 4 passengers were condemned persons.
7763		5		JERUSALEM	Jan Karel Schacht	880		1753			R	R	1768-10-22	Batavia	1769-02-02	1769-02-23	true	1769-06-03	Goeree	3962	laid up at Rotterdam on 08-10-1770.
7764		2		BARTHA PETRONELLA	Kornelis Brouwer	880		1764			H	H	1768-11-06	Batavia	1769-02-07	1769-03-01	true	1769-06-02	Texel	4010	The 3 passengers included one condemned person. Commandeur of the return fleet was Dirk Wagtels, master of the BORSSELE (7766).
7765		5		BLIJDORP	Lodewijk Thomassen	880		1754			R	Z	1768-11-06	Batavia	1769-02-02	1769-04-03	true	1769-07-18	Rammekens	3986	The 7 passengers included 3 slaves.
7766		2		BORSSELE	Dirk Wagtels	1150		1758			Z	Z	1768-11-06	Batavia	1769-01-09	1769-02-07	true	1769-05-10	Rammekens	3946	The master of the BORSSELE, Dirk Wagtels. was commandeur of the return fleet.
7767		1		BOVENKERKER POLDER	Frederik Kelger	850		1765			A	A	1768-11-06	Batavia	1769-01-17	1769-02-07	true	1769-05-11	Texel	4005	
7768		1		DUIVENBRUG	Jakob de Vries	850		1766			E	E	1768-11-06	Batavia	1769-01-14	1769-02-07	true	1769-05-12	Texel	4006	The 4 passengers included one condemned person.
7769		4		ERFPRINS	Abel Barber	880		1754			D	D	1768-11-06	Batavia	1769-01-09	1769-02-07	true	1769-05-10	Goeree	3985	The 6 passengers included one female slave and one condemned person. 3985/7769 was the fourth voyage of this ship, which during the preceding three voyages was called 's-GRAVENZANDE (3869/7695).
7770		1		LANDSKROON	Antonie Leertouwer	1150		1764			A	A	1768-11-06	Batavia	1769-02-02	1769-04-03	true	1769-07-17	Texel	3921	The 9 passengers included 6 condemned persons.
7771		1		RIDDERKERK	Marten Hakker	850		1766			R	A	1768-11-06	Batavia	1769-01-17	1769-02-07	true	1769-05-12	Texel	4004	The 10 passengers included 6 condemned persons.
7772		2		JONGE SAMUEL	Jakob 't Hart	880		1761			Z	A	1768-11-06	Batavia	1769-01-18	1769-02-07	true	1769-05-11	Texel	4015	The 7 passengers included 6 condemned persons.
7773		1		VELDHOEN	Pieter Fruit	1150		1765			A	A	1768-11-06	Batavia	1769-01-31	1769-03-01	true	1769-06-02	Texel	3957	The 11 passengers included 6 condemned persons.
7774		2		WALENBURG	Steven Booms	880		1764			R	A	1768-11-06	Batavia	1769-02-02	1769-04-03	true	1769-07-18	Texel	3990	The 7 passengers included 6 condemned persons.
7775		4		KRONENBURG	Pieter Andriesz.	1100		1757			A	A	1768-11-16	Ceylon	1769-02-02	1769-03-01	true	1769-06-02	Texel	4007	
7776		2		NIEUW RHOON	Jan Hendriksz.	1150		1764			Z	Z	1768-11-22	Ceylon	1769-02-07	1769-03-01	true	1769-06-02	Rammekens	4013	
7777		5		SCHOLTENBURG	Pieter Clement	880		1753			A	A	1768-11-25	Bengal	1769-02-07	1769-03-01	true	1769-06-02	Texel	3979	
7778		4		VLISSINGEN	Kornelis van Brattem	880		1753			Z	Z	1768-11-25	Bengal	1769-02-07	1769-03-01	true	1769-06-02	Rammekens	3951	
7779		2		JONGE THOMAS	Wopke Popta	1150		1764			A	A	1768-11-30	China	1769-03-08	1769-04-03	true	1769-07-18	Texel	3999	
7780		1		WOESTDUIN	Jan Och	1150		1767			A	Z	1768-11-30	China	1769-03-08	1769-04-03	true	1769-07-18	Rammekens	4000	
7781		1		PAUW	Gerrit Harmeyer	850		1767			D	D	1768-12-25	China	1769-03-21	1769-04-03	true	1769-07-16	Goeree	4003	
7782		1		WILLEM DE VIJFDE	Jan Canvas	1150		1765			Z	A	1768-12-26	China	1769-04-03	1769-05-15	true	1769-07-22	Texel	3997	
7783		2		ZILVEREN LEEUW	Willem Koelbier	880		1765			D	D	1769-01-13	Batavia			false	1769-07-15	Goeree	4016	
7784		3		NIJENBORG		880		1757			H	E	1769-01-13	Batavia			true			3993	The NIJENBORG was wrecked between Batavia and the Cape.
7785		3		RENSWOUDE	Klaas Roem	1150		1756			A	A	1769-01-13	Batavia	1769-04-20	1769-05-02	true	1769-08-02	Texel	4018	
7786		1		BLEIJENBURG	Andries Lint	880		1765			R	H	1769-01-23	Bengal	1769-04-16	1769-05-02	true	1769-08-02	Texel	3955	
7787		1		IJSSELMONDE	Arend van der Deuren	880		1762			R	R	1769-01-23	Bengal	1769-04-16	1769-05-02	true	1769-07-31	Goeree	3897	
7788		3		DAMZICHT	Hendrik Jakob Beeld	1150		1759			A	A	1769-02-03	Ceylon	1769-04-07	1769-05-18	true	1769-07-18	Texel	3987	
7789		3		LEIMUIDEN	Thomas Brunel	1150		1755			A	A	1769-02-03	Ceylon	1769-04-20	1769-05-08	true	1769-08-18	Texel	3992	
7790		1		RIJNSBURG	H. Huurman	850		1765			Z	A	1769-05-21	Batavia			false	1770-02-13	Texel	4023	
7791		2		VREEBURG	Michiel Hamelo	850		1764			D	D	1769-10-21	Batavia	1770-01-13	1770-01-27	true	1770-05-07	Goeree	4030	
7792		3		ASCHAT	Willem Silvester	1150		1760			A	A	1769-10-23	Batavia	1770-01-07	1770-03-01	true	1770-06-14	Texel	3953	fleet was Jan van Dalen. master of the HUIS OM (7793).
7793		3		HUIS OM	Jan van Dalen	1150		1761			Z	A	1769-10-23	Batavia	1770-01-13	1770-02-04	true	1770-05-08	Texel	4001	The master of the HUIS OM, Jan van Dalen, was commandeur of the return fleet.
7794		1		POPKENSBURG	Jan Abel	880		1763			Z	Z	1769-10-23	Batavia	1770-02-03	1770-03-01	true	1770-06-13	Rammekens	3934	
7795		2		COMPAGNIES WELVAREN	Jan Berghuis	1150		1764			A	A	1769-10-23	Batavia	1770-01-03	1770-02-04	true	1770-05-08	Texel	4036	
7796		3		PALLAS	Willem van Braam	1150		1762			Z	A	1769-10-25	Batavia	1769-12-26	1770-02-04	true	1770-05-08	Texel	4035	
7797		3		HUTS TE BIJWEG	Abraham in 't Anker	1100		1760			A	A	1769-10-28	Batavia	1769-12-27	1770-02-04	true	1770-05-08	Texel	4034	The 9 passengers included 3 slaves.
7798		5		BARBARA THEODORA	Pieter ten Droge	1150		1750			Z	Z	1769-11-01	Batavia	1770-01-07	1770-02-04	true	1770-05-08	Rammekens	4041	4041/7798 was the fifth voyage of this ship, which during its first three voyages was called TORENVLIET (3783/7616).
7799		5		SCHAGEN	Frederik Wielard	880		1753			H	H	1769-11-02	Batavia	1770-01-15	1770-02-04	true	1770-05-09	Texel	3998	The 114 persons aboard the SCHAGEN included one passenger.
7800		6		VREDESTEIN	Leendert van Koopstad	880		1750			R	R	1769-11-03	Batavia	1770-02-03	1770-03-01	true	1770-06-13	Goeree	4019	
7801		4		VROUWE GEERTRUIDA	Jakob de Frein	1100		1757			A	A	1769-11-17	Ceylon	1770-02-06	1770-03-01	true	1770-06-14	Texel	4038	
7802		1		OUD HAARLEM	Pieter Sijbrandsz. Flout	1150		1768			A	A	1769-12-13	China	1770-03-15	1770-04-03	true	1770-06-27	Texel	4027	
7803		1		'T LOO	Kornelis Pietersen	1150		1768			A	A	1769-12-13	China	1770-03-15	1770-04-03	true	1770-06-28	Texel	4028	
7804		1		OOSTKAPELLE	Frederik Papegaai	1150		1767			Z	Z	1769-12-13	China	1770-03-18	1770-04-03	true	1770-06-27	Rammekens	4025	
7805		1		TEMPEL	Wouter Macquelin	850		1767			R	R	1769-12-13	China	1770-03-15	1770-04-03	true	1770-06-27	Goeree	4026	
7806		2		VROUWE MARGARETHA MARIA	Jakob de Bruin	880		1765			E	E	1770-01-17	Batavia	1770-05-06	1770-05-13	true	1770-08-21	Texel	4043	
7807		1		VROUWE MARIA JAKOBA	Klaas Ariensz.	880		1765			H	H	1770-01-17	Batavia			false	1770-08-23	Texel	3996	One of the 2 passengers was a condemned person.
7808		5		VROUWE PETRONELLA MARIA	Thijs Fierman	1150		1755			A	A	1770-01-17	Batavia			true			4048	The VROUWE PETRONELLA MARIA was wrecked between Batavia and the Cape.
7809		1		VREDELUST	Jurriaan Verburg	1150		1765			A	A	1770-01-17	Batavia	1770-05-08	1770-05-28	true	1770-10-13	Texel	3942	The 3 passengers included one condemned person.
7810		2		ENKHUIZEN	Hoeve	880		1760			E	E	1770-01-29	Bengal			true			4020	The ENKHUIZEN was wrecked between Bengal and the Cape.
7811		1		VAILLANT	Thomas van Wagtendonk	880		1764			E	H	1770-01-29	Bengal			true			3961	The VAILLANT was wrecked between Bengal and the Cape.
7812		3		'S LANDS WELVAREN	Simon Bot	880		1762			A	A	1770-01-29	Bengal	1770-05-05	1770-05-13	true	1770-08-21	Texel	4009	
7813		5		VELSEN	Kornelis Bos	1100		1756			A	A	1770-02-13	Ceylon	1770-04-05	1770-04-24	true	1770-08-02	Texel	4011	
7814		3		ZUID-BEVELAND	Anthonie de Jong	1100		1755			Z	Z	1770-02-13	Ceylon	1770-04-10	1770-04-24	true	1770-08-09	Rammekens	4014	
7815		3		WESTFRIESLAND	Marten Pietersz. Mooy	880		1761			H	A	1770-05-23	Batavia			false	1771-04-21	Texel	4050	
7816		3		VROUWE KORNELIA HILLEGONDA	Marten Laban	850		1760			D	E	1770-10-22	Batavia	1770-12-23	1771-01-10	true	1771-04-27	Texel	4039	
7817		5		KRONENBURG	Frederik Kelger	1100		1757			A	A	1770-10-24	Batavia	1770-12-23	1771-02-09	true	1771-05-24	Texel	4068	The master of the KRONENBURG, Frederik Kelger, was commandeur of the return fleet.
7818		3		NIEUW RHOON	Johan Hendriksz.	1150		1764			Z	A	1770-10-24	Batavia	1770-12-26	1771-03-02	true	1771-06-03	Texel	3066	
7819		2		VROUWE ANTHOINETTA KOENRARDINA	Hendrik Hilverduin	880		1765			D	D	1770-11-06	Batavia	1770-12-22	1771-02-09	true	1771-05-24	Goeree	4054	
7820		4		JONGE LIEVE	Hendrik de Haard	1150		1759			A	A	1770-11-06	Batavia	1771-01-01	1771-03-02	true	1771-06-20	Texel	4008	
7821		1		HUIS TER MEYEN	Johan Splinter Stavorinus	1150		1767			A	A	1770-11-06	Batavia	1771-01-01	1771-02-09	true	1771-05-24	Texel	4002	
7822		3		JONGE SAMUEL	Pieter Angelvorst	880		1761			Z	Z	1770-11-06	Batavia	1770-12-26	1771-02-09	true	1771-05-24	Rammekens	4061	
7823		4		DUINENBURG	Jan Verheke	1100		1757			Z	Z	1770-11-10	Batavia	1771-01-31	1771-03-02	true	1771-06-21	Rammekens	4045	
7824		4		RIDDERKERK	Pieter van Prooien	850		1766			R	H	1770-11-10	Batavia	1771-01-03	1771-02-09	true	1771-05-24	Texel	4060	The 5 passengers included one condemned person.
7825		5		VLISSINGEN	Jakob 't Hart	880		1753			Z	R	1770-11-10	Batavia	1771-01-13	1771-02-09	true	1771-05-24	Goeree	4073	
7826		2		WOESTDUIN	Michiel Godfried Lehman	1150		1767			A	A	1770-11-10	Batavia	1771-01-07	1771-03-02	true	1771-06-20	Texel	4074	
7827		2		GEINWENS	Johan Nikolaas Herault	1100		1765			A	A	1770-11-16	Ceylon	1771-02-22	1771-03-02	true	1771-06-20	Texel	4042	
7828		2		BOVENKERKER POLDER	Pieter Andriesz.	850		1765			A	A	1770-12-05	Bengal	1771-02-15	1771-03-02	true	1771-06-17	Texel	4067	
7829		1		BOT	Jan Rondekrans	1150		1768			Z	A	1770-12-17	China	1771-03-10	1771-03-27	true	1771-07-07	Texel	4055	
7830		1		JONGE HELLINGMAN	Jan Balthus Meyer	850		1767			H	H	1770-12-17	China	1771-03-11	1771-03-27	true	1771-07-07	Texel	4063	
7831		1		PRINSES VAN ORANJE	Kornelis Kuiper	1150		1768			A	A	1770-12-17	China	1771-03-11	1771-03-27	true	1771-07-07	Texel	4059	
7832		2		WILLEM DE VIJFDE	Frederik Visser	1150		1765			Z	Z	1770-12-17	China	1771-03-11	1771-03-27	true	1771-07-02	Rammekens	4062	
7833		3		ZILVEREN LEEUW	Christiaan Andries Spin	880		1765			D	R	1771-01-19	Batavia	1771-04-02	1771-04-30	true	1771-08-09	Goeree	4075	
7834		4		SCHOONZICHT	Marten Hakker	880		1758			R	A	1771-01-19	Batavia	1771-04-02	1771-04-30	true	1771-08-10	Texel	4076	
7835		4		DAMZICHT	Arend Willemse	1150		1759			A	A	1771-01-20	Batavia	1771-04-02	1771-04-30	true			4079	One of the 2 passengers was a condemned person. At the Cape the DAMZICHT was declared unseaworthy; its cargo was transported to Amsterdam by the ZON (see 7841). The DAMZICHT was laid up at the Cape on 10-02-1772.
7836		5		BLEISWIJK	Jan Moorland	880		1756			D	D	1771-01-29	Bengal	1771-04-09	1771-04-30	true	1771-08-09	Goeree	4051	
7837		2		RITTHEM	Abraham van der Weide	880		1764			Z	Z	1771-01-29	Bengal	1771-04-08	1771-04-30	true	1771-08-10	Rammekens	4033	
7838		4		RENSWOUDE	Hendrik Willemse	1150		1756			A	A	1771-02-03	Ceylon	1771-04-03	1771-04-30	true	1771-09-10	Rammekens	4070	The men aboard the RENSWOUDE included one passenger
7839		3		WESTERVELD	Michiel Hendrik Kerke	1100		1761			A	A	1771-02-03	Ceylon	1771-03-03	1771-04-30	true	1771-08-13	Texel	4021	
7840		2		DUIVENBRUG	Steven Booms	850		1766			E	A	1771-05-20	Batavia	1771-08-20	1771-09-19	true	1772-06-07	Texel	4081	illness. Koenraad Louwe succeeded him as master of the DUIVENBRUG.
7841		1		ZON	Andries Hansen	450	hoeker	1768			A	A	1771-06-12	The Cape	1771-06-12		true	1771-09-29	Texel	4037	The ZON transported the cargo of the DAMZICHT, taken off the service at the Cape, April 1771 (see 7835); invoice value: f 189,914, destined for the chamber Amsterdam.
7842		2		RIJNSBURG	Roelof Schot	850		1765			Z	A	1771-07-02	Batavia			true			4086	was bound for the Republic via China and Bengal; sailing to China, however, it was wrecked in 1772. See also the HERSTELDER (7877).
7843		3		BARTHA PETRONELLA	Kornelis Brouwer	880		1764			H	A	1771-10-09	Coromandel	1772-01-27	1772-03-14	true	1772-06-09	Texel	4078	
7844		4		PALLAS	Klaas Roem	1150		1762			Z	A	1771-10-11	Ceylon	1772-01-31	1772-02-20	true	1772-05-30	Texel	4085	
7845		1		HOOLWERF	Gerrit van der Gracht	850		1769			H	D	1771-10-22	Batavia	1772-01-18	1772-01-30	true	1772-04-24	Goeree	4093	slaves.
7846		4		ASCHAT	Jan Abel	1150		1760			A	A	1771-11-06	Batavia	1772-01-28	1772-03-14	true	1772-06-09	Texel	4096	sailing aboard the JONGE THOMAS (7854); Pieter Kornelisz. Hasselaar, aboard the AZIE (7847), was commandeer.
7847		2		AZIE	Christiaan Blom	1100		1765			Z	A	1771-11-06	Batavia	1772-01-18	1772-02-20	true	1772-05-30	Texel	4032	Kornelisz. Hasselaar, commandeer of the return fleet. 4032/7847 was the second voyage of this ship, which during its first outward voyage (3981) was called AZIE, and during the first return voyage (7747) and the second outward voyage (4032) OUDERAMSTEL; after June, 1769, the ship was renamed AZIE.
7848		4		HUTS TE BIJWEG	Asmus Hendrik Sterrenberg	1100		1760			A	A	1771-11-06	Batavia	1772-01-28	1772-02-20	true	1772-05-30	Texel	4097	The 6 passengers included one condemned person.
7849		5		VROUWE ELISABETH	Pieter van der Weert	850		1755			R	R	1771-11-06	Batavia	1772-01-29	1772-03-14	true	1772-06-26	Goeree	4057	The 5 passengers included 2 slaves (one male and one female).
7850		5		VROUWE GEERTRUIDA	Overstraten	1100		1757			A	A	1771-11-06	Batavia	1772-01-18	1772-02-20	true	1772-05-30	Texel	4090	The 12 passengers included 4 condemned persons and 2 female slaves.
7851		2		LANDSKROON	Andries Lint	1150		1764			A	A	1771-11-06	Batavia	1772-02-09	1772-04-06	true	1772-07-19	Texel	4080	
7852		4		HUIS OM	Michiel Hamelo	1150		1761			Z	Z	1771-11-06	Batavia	1772-01-29	1772-03-14	true	1772-06-10	Rammekens	4084	The 8 passengers included 2 slaves (one male and one female).
7853		1		OUWERKERK	Jakob de Frein	1150		1768			Z	Z	1771-11-06	Batavia	1772-01-28	1772-02-20	true	1772-06-03	Rammekens	4095	
7854		3		JONGE THOMAS	Kornelis Pietersen	1150		1764			A	A	1771-11-06	Batavia	1772-01-18	1772-03-14	true	1772-06-09	Texel	4071	Aboard the JONGE THOMAS was Johan Vos, admiraal of the return fleet.
7855		3		VREEBURG	Jan Kaatman	850		1764			D	E	1771-11-17	Batavia	1772-02-01	1772-03-14	true	1772-06-09	Texel	4102	The crew included 6 soldiers.
7856		4		LANDS WELVAREN	Pieter Andriesz.	880		1762			A	A	1771-11-21	Bengal	1772-01-28	1772-02-20	true	1772-05-30	Texel	4099	
7857		1		LAM	Harmeyer	850		1769			D	E	1771-12-17	China	1772-03-19	1772-04-06	true	1772-07-12	Texel	4087	
7858		2		'T LOO	Wopke Popta	1150		1768			A	A	1771-12-17	China	1772-03-19	1772-04-06	true	1772-07-12	Texel	4094	
7859		2		OUD HAARLEM	Jan Och	1150		1768			A	Z	1771-12-24	China	1772-03-21	1772-04-06	true	1772-07-12	Rammekens	4092	
7860		2		OOSTKAPELLE	Frederik Papegaai	1150		1767			Z	A	1771-12-24	China	1772-03-19	1772-04-06	true	1772-07-13	Texel	4089	
7861		2		USSELMONDE	Frederik Donckquart	880		1762			R	H	1772-01-22	Bengal	1772-03-31	1772-04-12	true	1772-07-19	Texel	4088	
7862		4		BORSSELE	Jan Siereveld	1150		1758			Z	Z	1772-02-03	Ceylon	1772-04-15	1772-05-01	true	1772-08-05	Rammekens	4101	
7863		5		WELGELEGEN	Gerrit ten Sunder	880		1753			E	H	1772-02-24	Batavia	1772-12-24	1773-01-16	true	1773-04-22	Texel	4049	The 7 passengers included 2 condemned persons. Serious damage forced the WELGELEGEN to call at Rio Delagoa. The ship was laid up at Hoorn on 09-10-1773.
